cpu,client,node,run,data,throughput,retransmissions,congestion_window
18,100,1,1,620,5.08,56,2.67
18,100,1,1,855,7.00,45,1.34
18,100,1,1,1.27,10.6,47,5.34
18,100,1,1,1.75,14.7,62,4.01
18,100,1,1,1.26,10.6,55,2.67
18,100,1,1,1.64,13.8,65,4.01
18,100,1,1,1.38,11.6,49,5.34
18,100,1,1,1.00,8.39,42,6.68
18,100,1,1,981,8.04,53,2.67
18,100,1,1,1.53,12.9,71,5.34
18,100,1,1,449,3.68,29,5.34
18,100,1,1,1.57,13.2,79,1.34
18,100,1,1,1.94,16.3,77,4.01
18,100,1,1,1.53,12.9,53,6.68
18,100,1,1,1.64,13.8,77,1.34
18,100,1,1,1.88,15.8,78,4.01
18,100,1,1,640,5.24,37,2.67
18,100,1,1,1.33,11.2,58,2.67
18,100,1,1,1.59,13.3,70,4.01
18,100,1,1,1.92,16.1,67,4.01
18,100,1,1,1.59,13.3,67,1.34
18,100,1,1,281,2.30,18,5.34
18,100,1,1,1.30,10.9,49,5.34
18,100,1,1,1.72,14.4,78,2.67
18,100,1,1,1.48,12.4,63,2.67
18,100,1,1,2.14,17.9,98,2.67
18,100,1,1,1.21,10.1,55,5.34
18,100,1,1,1.32,11.1,71,1.34
18,100,1,1,1.26,10.6,58,1.34
18,100,1,1,1.21,10.1,52,2.67
18,100,1,1,1.10,9.19,55,2.67
18,100,1,1,1.15,9.65,46,2.67
18,100,1,1,1.92,16.1,87,2.67
18,100,1,1,954,7.81,47,4.01
18,100,1,1,1.76,14.7,66,6.68
18,100,1,1,2.30,19.3,86,4.01
18,100,1,1,898,7.35,41,5.34
18,100,1,1,1.42,12.0,61,1.34
18,100,1,1,1.04,8.73,44,2.67
18,100,1,1,1.15,9.66,48,1.34
18,100,1,1,2.08,17.5,84,4.01
18,100,1,1,1.81,15.2,73,2.67
18,100,1,1,1.04,8.73,45,2.67
18,100,1,1,1.08,9.10,48,2.67
18,100,1,1,1.88,15.7,81,2.67
18,100,1,1,1.00,8.39,46,2.67
18,100,1,1,1.69,14.2,71,2.67
18,100,1,1,1.92,16.1,80,1.34
18,100,1,1,786,6.44,33,1.34
18,100,1,1,897,7.35,37,2.67
18,100,1,1,1.43,12.0,66,4.01
18,100,1,1,1.81,15.2,81,4.01
18,100,1,1,1.37,11.5,68,4.01
18,100,1,1,514,4.21,22,6.68
18,100,1,1,1.72,14.5,77,8.02
18,100,1,1,1.42,11.9,60,1.34
18,100,1,1,896,7.34,38,5.34
18,100,1,1,1.73,14.5,67,2.67
18,100,1,1,1.50,12.6,55,2.67
18,100,1,1,470,3.85,25,1.34
18,100,1,1,887,7.27,34,2.67
18,100,1,1,1.07,8.99,41,2.67
18,100,1,1,1.45,12.2,68,1.34
18,100,1,1,1.27,10.6,59,2.67
18,100,1,1,1.78,14.9,70,4.01
18,100,1,1,1.10,9.21,51,2.67
18,100,1,1,588,4.82,28,1.34
18,100,1,1,1.26,10.6,40,6.68
18,100,1,1,1.90,15.9,79,2.67
18,100,1,1,1.21,10.1,42,2.67
18,100,1,1,1.96,16.5,84,4.01
18,100,1,1,2.00,16.8,90,1.34
18,100,1,1,1.56,13.1,63,2.67
18,100,1,1,1.50,12.6,70,2.67
18,100,1,1,2.06,17.3,100,2.67
18,100,1,1,1.61,13.5,70,2.67
18,100,1,1,1.72,14.5,70,6.68
